#Table1
RA DEC zGAL mag_r mag_g mag_z R50_r
203.98249 26.036271 0.03799311 14.9923 15.76577 14.27124 3.34359
207.06707 25.733497 0.03699937 14.48933 15.32596 13.80784 4.008792
209.0822 25.34345 0.03712718 16.66471 17.43301 16.0706 2.167639
201.63086 26.848324 0.03747172 15.27926 15.71105 15.21742 8.218732
183.93562 31.718836 0.03944906 15.74102 16.39877 15.20925 3.503548
205.38656 25.312132 0.03918394 16.33241 16.56201 16.23388 4.472763
209.49419 24.6178 0.03715353 15.59326 16.33321 14.93966 2.731861
209.56236 24.590928 0.03716562 17.62299 18.07206 17.20763 3.715316
209.67047 24.501757 0.03705283 15.89499 16.68316 15.19756 2.456212
209.15994 25.078022 0.03706486 15.78081 16.53391 15.13505 2.598882
200.04227 32.678641 0.03868203 16.54557 17.29851 15.925 2.732452
209.2735 25.042436 0.03706185 17.31885 18.03796 16.7506 1.891466
209.82219 24.998555 0.03705931 16.77325 17.50763 16.74398 6.145528
190.86307 33.531731 0.03835354 16.9082 17.20758 16.61802 2.223393
208.808 25.656086 0.03727152 17.31973 17.84852 16.73534 2.977774
208.1832 26.077615 0.03700757 17.48631 17.8737 17.08939 3.565477
185.22388 30.163124 0.03713556 18.18025 18.41721 18.36778 2.110414
192.49537 33.066104 0.03771989 16.27827 16.76829 15.81974 3.314571
190.46375 33.204519 0.03849844 17.02374 17.84091 16.372 1.997368
183.87473 33.269249 0.03721595 16.38843 16.98167 15.8587 3.250294
185.24976 30.968074 0.03928639 16.6672 17.17799 16.26303 5.565482
186.44441 29.954388 0.03732534 15.30327 15.77995 14.77762 4.458516
186.99864 30.687576 0.03785659 16.04879 16.49864 15.56064 4.04002
197.74497 39.092289 0.04730684 16.16282 16.98419 15.49792 1.36689
197.61335 39.173161 0.0474641 16.39928 17.30564 15.64546 1.907885
197.35281 38.767528 0.04826993 16.43218 17.03245 16.18511 6.358795
195.47763 38.899515 0.04659277 17.7445 18.01745 17.42424 2.248268
195.2497 14.705359 0.0478371 18.66548 19.59471 18.2452 2.761472
195.19033 14.663813 0.04738089 15.29803 16.04457 14.64051 4.497687
182.77357 14.843697 0.04861015 17.33357 17.89231 16.75314 2.113737
206.97405 13.393673 0.04704781 16.95096 17.35005 16.72544 3.502694
193.14734 13.884459 0.04669126 16.52301 16.72207 16.22423 3.974373
185.53107 14.002765 0.04731384 16.7954 17.20336 16.60709 4.749083
203.24216 13.998348 0.04793241 15.69215 16.43419 15.09755 2.954969
206.25786 13.331248 0.04750439 16.97016 17.32363 16.72966 3.670857
206.25786 13.331248 0.04744174 16.97016 17.32363 16.72966 3.670857
198.44403 15.608539 0.04725462 19.59925 19.25382 21.87449 2.63507
198.44221 15.608912 0.04667936 15.64401 16.29845 15.13875 5.07062
193.55202 15.851902 0.04646863 17.3814 17.79959 17.03632 4.638512
194.90644 14.43938 0.04678295 16.7001 17.38855 16.11184 3.352142
194.14363 14.129804 0.04712918 15.85978 16.36246 15.34113 3.94758
193.19085 14.150797 0.04688691 16.39039 17.25357 15.63459 1.671128
190.55549 14.113874 0.04651783 17.81222 18.13054 17.61453 2.391929
203.53706 39.850314 0.04739026 16.78485 17.47601 16.15264 4.961323
203.20266 39.897168 0.04866087 16.57231 17.33388 15.96 1.569892
203.03879 39.818294 0.046835 17.61677 18.08679 17.11806 1.778001
202.12074 40.05994 0.04727603 15.02682 15.84805 14.34191 3.424721
202.00763 40.08518 0.04707205 16.96184 17.72815 16.31017 1.750263
202.00889 40.090475 0.04701928 14.89466 15.73861 14.15967 2.807279
192.32706 40.67914 0.04721744 24.87042 25.13569 17.55788 -9999
197.65103 39.783987 0.04741778 14.83017 15.45913 14.23547 5.209108
197.62391 39.767797 0.04768094 16.08355 16.89483 15.47655 2.361989
183.93966 40.616653 0.04673331 16.99892 17.71794 16.41089 1.51155
183.4473 40.489207 0.04645219 15.24611 15.78955 14.67095 2.963489
183.31228 40.474239 0.04652898 16.9801 17.49194 16.57597 3.169416
195.39643 39.596584 0.04776869 16.89064 17.2137 16.57909 4.413674
188.00367 40.011651 0.0483671 16.82278 17.17839 16.4398 3.303636
187.22327 40.163389 0.0481155 15.28997 16.07751 14.60263 3.452967
186.02006 40.028154 0.0484744 16.7224 17.57522 16.12768 3.013938
197.81384 38.987479 0.0472424 15.49497 16.01401 15.01357 4.106328
197.77021 39.038119 0.04708822 16.61013 16.96579 16.35405 3.419657
197.67568 38.97679 0.04701881 16.67522 17.08279 16.3679 5.061015
196.27208 39.224322 0.04840089 15.3167 15.97528 14.74184 3.508633
201.32194 38.125698 0.04820595 16.38713 16.95363 15.8384 1.706085
201.25364 37.706289 0.04807067 15.34126 15.96965 14.79754 6.821243
197.30996 42.54896 0.04683503 16.43964 17.14293 15.80457 4.620481
196.77096 42.701448 0.0484153 16.05717 16.7772 15.26467 4.512413
197.96645 42.161055 0.04731419 17.50542 17.85858 17.15408 4.125236
197.59085 42.092887 0.04755699 21.28156 21.19954 22.44731 0.7783511
197.5899 42.092262 0.04780181 17.34041 17.55071 17.3186 4.174556
197.54868 42.099862 0.04811363 17.71558 18.17912 17.17814 3.197225
185.27239 42.793759 0.04758727 15.23398 15.89508 14.74498 5.128993
185.27239 42.793759 0.04755327 15.23398 15.89508 14.74498 5.128993
198.63025 41.640587 0.04753742 15.49164 16.19371 14.87493 4.380133
187.58759 42.333543 0.04854882 16.29759 17.11477 15.64013 1.931549
185.4906 42.491725 0.04764708 17.29288 18.00211 16.69284 1.209475
185.48872 42.312811 0.04828563 14.71178 15.25279 14.21036 6.484742
185.08905 42.341393 0.04853878 15.04747 15.87397 14.38146 3.519673
184.99344 42.423531 0.04846269 16.13305 16.33605 15.92931 3.300103
199.97925 41.089439 0.04692905 17.0079 17.72216 16.34187 1.833046
184.54345 41.97657 0.04689873 17.37381 18.08691 16.74516 1.55703
184.64875 42.013934 0.04720163 14.57501 15.23006 14.00737 8.398919
181.1708 41.979822 0.04711901 17.06558 17.82116 16.40026 1.352864
181.15187 41.820151 0.04789736 16.95422 17.5251 16.39247 2.880994
204.34685 39.877878 0.04862417 16.0046 16.4588 15.56075 4.123693
187.18307 41.586923 0.04687399 17.39533 17.75146 17.02384 1.473558
186.37639 41.625383 0.04773326 17.4764 18.04531 16.83192 2.449432
184.43587 41.477908 0.04678373 17.21725 17.87848 16.66511 1.990004
196.95252 42.753557 0.04824957 17.62779 18.01859 17.24402 3.644647
197.6889 42.316722 0.04721984 16.74301 17.17468 16.36598 4.552188
197.30079 42.273812 0.04802044 17.31735 17.69755 16.89717 1.67314
181.39381 43.062886 0.04855274 18.39332 19.00894 17.69223 0.864114
198.11692 41.865668 0.04770364 17.57007 17.84588 17.14623 3.13814
184.93762 42.667657 0.04842154 16.39122 16.83241 16.27681 6.63065
184.91396 42.519517 0.04820762 15.6429 16.15938 15.0575 4.828505
199.04354 41.234998 0.04762561 16.9317 17.40126 16.56352 2.280341
184.06056 41.812416 0.04824392 15.60345 16.43493 14.92878 2.381484
181.1907 41.806018 0.04823715 15.9603 16.8292 15.27993 1.47717
180.49737 41.663821 0.04833263 17.73837 18.05837 17.43883 1.606751
200.63459 40.245074 0.04739273 17.5303 18.23546 16.92783 1.574367
200.60612 40.249442 0.04759274 16.85762 17.63309 16.22046 1.775193
184.2931 41.393326 0.04677317 16.17408 16.93092 15.5571 2.981256
184.29825 41.330892 0.04713482 16.76313 17.7397 17.13418 6.088997
184.29642 41.321745 0.04649301 13.95694 14.85672 13.38856 6.175053
182.38499 41.314435 0.04863732 16.44342 17.23592 15.74889 1.746596
180.86366 13.27387 0.04853792 16.85878 17.64581 16.17073 2.589481
201.7213 42.98955 0.04691169 15.32384 15.80434 14.86542 4.401156
202.3106 42.389907 0.04644075 17.58733 18.1334 17.10598 1.640744
189.92994 13.4774 0.04681645 15.89504 16.72542 15.19263 3.166155
187.99505 22.556909 0.04825359 16.95648 17.25659 16.64198 2.507869
187.79433 22.824159 0.04807865 17.12623 17.66554 16.61501 2.018307
196.58419 21.881732 0.04685339 17.35607 17.84949 17.36009 5.904052
196.58295 21.880072 0.04704712 20.59128 20.76661 20.40654 0.5249912
196.08769 21.128253 0.04672886 17.45434 17.86037 16.9349 1.947
180.10519 21.55863 0.04822549 14.61863 15.27494 14.05765 6.340999
189.88185 25.677391 0.04649344 15.05125 15.67892 14.45428 5.9279
181.47229 23.773236 0.04860856 16.34888 16.76457 16.00987 3.81466
181.80288 23.894905 0.04858622 16.21901 17.06535 15.56673 2.127528
192.16578 25.066809 0.04685098 16.79141 17.18028 16.27023 3.525868
181.81278 24.742365 0.0486462 15.78508 16.5458 15.12228 4.115591
190.10592 24.904005 0.04737498 14.95416 15.66988 14.39307 2.170807
189.99226 24.048979 0.04807076 17.66552 18.09141 17.21743 1.284337
188.78275 24.094414 0.04702177 16.69754 17.10089 16.27992 3.478802
188.60018 24.114453 0.04759822 17.26425 17.62882 17.15214 3.856686
190.13778 25.864679 0.04670504 16.26115 16.66245 15.81203 2.082485
184.05473 28.550468 0.04767349 16.80493 17.32346 16.21547 3.604155
181.39886 28.541357 0.04793919 17.25959 18.04716 16.56272 1.170854
183.6801 27.850578 0.04769634 15.20233 15.928 14.55391 5.052436
187.2757 19.004777 0.0480432 14.72729 15.64032 14.08144 4.611322
180.44641 19.334151 0.04647187 16.47217 17.02701 15.97131 2.842149
182.85564 27.830451 0.04822453 17.23007 17.88788 16.67287 1.534934
182.71455 27.755027 0.04786938 17.79126 18.28041 18.12995 4.404565
183.45464 19.49111 0.04764838 16.29875 17.05884 15.65282 2.079443
180.58183 26.940576 0.04757023 16.29986 16.69882 16.06528 4.928055
180.35929 26.846441 0.04721751 16.46274 17.2611 15.90199 1.925953
181.80791 26.415409 0.04820871 17.8356 18.4032 17.42145 1.684053
201.69621 30.975815 0.01566394 16.64116 16.94585 16.6003 5.664995
200.30437 31.221839 0.0168937 14.48244 14.85934 14.48016 14.06563
199.17497 31.367307 0.01917786 34.38482 33.36272 30.87356 -9999
189.70014 32.091495 0.01446361 13.66 14.13883 13.20042 10.54547
199.37767 31.005814 0.01873425 16.65268 17.1053 16.61457 4.528596
199.11571 31.031496 0.0195554 13.26297 14.04867 12.66545 6.42327
194.08149 31.335825 0.01722187 17.81212 18.12404 17.61226 1.851366
198.51041 30.632261 0.019823 17.50169 17.74011 17.36451 1.863897
202.13767 32.069369 0.01613868 14.48985 15.22109 13.85042 7.29837
188.21787 33.132694 0.01347569 16.48666 16.74022 16.27293 4.061753
204.87225 31.299881 0.01583877 14.43007 15.12164 13.84423 4.43101
204.78061 31.285929 0.01429456 17.7703 18.10438 17.54128 1.887047
204.67692 31.249197 0.01543274 17.37247 18.155 16.74441 1.241543
204.74606 31.365121 0.0153129 13.80174 14.59776 13.08677 3.924655
204.67975 31.270535 0.01567608 13.6615 14.49636 12.96505 5.55791
203.78038 31.521727 0.0164845 16.97663 17.20109 18.2399 5.514575
203.7262 31.392076 0.01679752 21.56855 21.30281 21.48489 0.7245439
194.35884 27.65941 0.01686044 17.22869 17.60591 17.3704 3.6444
194.35884 27.65941 0.0168526 17.22869 17.60591 17.3704 3.6444
194.44943 27.769456 0.01928272 16.30901 17.02181 15.73348 2.738688
194.31378 27.729836 0.01922159 17.50566 18.20931 17.47078 4.690187
203.73057 31.396255 0.01654332 20.8747 20.83717 21.3208 0.7870196
203.73066 31.393491 0.0165598 14.36543 14.60203 14.46963 11.67553
203.58243 31.34778 0.01684551 17.5795 17.76031 17.29748 3.193125
203.56228 31.424988 0.01665907 15.1176 15.41606 16.45997 10.97557
201.83063 31.788317 0.01537 15.38772 15.71949 15.19997 5.236007
201.02653 31.762348 0.01543542 15.9572 16.43103 16.76734 8.518431
200.71283 31.825933 0.01782326 14.82388 15.21209 14.47975 8.351979
202.14391 31.131357 0.01639989 19.42519 18.94772 18.42588 1.324271
201.77101 31.37301 0.01599011 17.46227 17.95927 17.5805 7.081531
201.06591 31.345135 0.01663604 14.41732 15.15859 13.73882 13.81401
200.41889 31.351006 0.01620676 13.82864 14.42942 13.34015 12.35228
190.2032 32.250757 0.01435416 17.69352 17.93338 17.47823 5.170269
194.82726 27.593612 0.01744308 16.98161 17.37546 16.8066 3.932215
194.85388 27.738847 0.02011746 15.19049 15.99127 14.50449 2.086087
194.85388 27.738847 0.02012059 15.19049 15.99127 14.50449 2.086087
194.91587 27.576482 0.01671366 15.65903 16.03681 15.27341 4.180599
204.9234 30.284068 0.01659235 16.87376 17.21702 16.71838 4.156415
199.37896 31.096477 0.01866362 16.01938 15.91813 16.17086 12.90675
195.14866 27.574242 0.01699532 15.1007 15.84689 14.50132 5.818262
195.14866 27.574242 0.01699939 15.1007 15.84689 14.50132 5.818262
195.24325 27.652104 0.01737385 15.10831 15.80972 14.52723 9.117642
195.4512 27.728459 0.01828631 17.39239 18.02659 16.9516 2.685375
199.33876 31.059374 0.01856995 14.95573 15.392 14.54405 4.746939
199.07113 31.176351 0.01913015 17.64516 17.95264 17.40818 2.394192
199.01432 31.138554 0.01971064 17.54497 18.07336 17.23415 2.841377
196.51694 31.469343 0.01679019 20.80154 20.90092 19.8538 0.8606901
193.68223 31.611981 0.01995354 17.62895 18.00411 17.29318 2.134528
190.70923 31.890236 0.01474796 15.66753 16.28529 15.02794 8.208928
189.62795 31.884253 0.01434899 16.43924 16.71753 16.31389 4.299047
186.53668 28.433567 0.01495105 16.33542 16.65834 16.06858 2.29518
199.13383 30.76744 0.01884145 16.59217 16.93631 16.53329 6.209813
199.08557 30.678331 0.0188908 14.42147 15.19746 13.84569 7.208461
198.67867 30.753052 0.01911658 17.579 17.9715 17.3722 3.301752
197.34062 30.922846 0.01683164 15.39403 15.92629 14.98935 3.603704
196.5921 35.368971 0.01552468 17.36586 17.6802 16.9973 2.256021
194.3012 28.09536 0.01977965 17.47124 18.19718 17.07299 4.417734
194.63296 28.049618 0.01903112 15.63839 16.38823 15.01387 2.116441
207.14989 33.511853 0.01451597 14.35312 15.1022 13.60026 5.96709
205.84768 33.833207 0.01763246 17.38866 17.72993 17.22405 4.209913
192.19113 35.332704 0.01350818 13.2006 13.81094 12.58094 12.9961
191.84904 35.352066 0.01419697 13.21009 13.97244 12.55099 6.56777
204.6299 33.50327 0.0171448 16.57479 16.97322 16.98657 4.854178
194.85437 27.996739 0.01828161 17.1762 17.90125 16.73737 2.980904
194.85437 27.996739 0.01825215 17.1762 17.90125 16.73737 2.980904
194.90828 28.001016 0.01658908 17.87453 18.59344 17.40754 1.201645
194.90828 28.001016 0.01649292 17.87453 18.59344 17.40754 1.201645
194.90619 28.166138 0.01908395 16.48445 17.21685 15.9323 2.391894
194.99005 28.0651 0.01948424 16.52277 17.21699 15.97004 3.812055
195.02247 28.024452 0.01969106 15.68545 16.35605 15.1473 4.042645
195.06144 28.041301 0.01912005 14.75483 15.53373 14.06726 2.693866
195.06144 28.041301 0.01912839 14.75483 15.53373 14.06726 2.693866
195.12898 28.108398 0.01731002 17.50313 18.19245 16.85224 2.652679
195.12898 28.108398 0.01728046 17.50313 18.19245 16.85224 2.652679
195.14822 28.146129 0.01818595 14.80467 15.56256 14.18909 4.661372
195.14822 28.146129 0.01821857 14.80467 15.56256 14.18909 4.661372
197.98948 34.365259 0.01687195 13.61464 14.31315 13.11977 5.753088
195.9467 34.683176 0.01545186 17.59736 17.93193 17.14038 2.536516
194.43575 34.839587 0.01537681 16.64048 17.05019 16.37809 2.225958
191.22791 34.942319 0.01423027 17.49094 17.7487 17.47552 5.980952
195.30693 28.083119 0.01937423 17.14973 17.85846 16.64637 2.500511
195.30693 28.083119 0.01938936 17.14973 17.85846 16.64637 2.500511
206.01573 32.860714 0.0150038 17.68226 18.16753 17.2687 2.689321
205.59953 32.870203 0.01566852 16.96232 17.1884 16.78551 1.789865
201.68281 33.451977 0.01817195 17.24527 17.54231 17.31876 4.310033
200.01919 33.649634 0.01811006 17.45702 17.78042 17.1103 1.619525
197.96881 34.033576 0.01697911 15.32398 15.74056 14.96671 6.322325
192.17093 34.477606 0.01417761 14.56886 14.95806 14.2573 3.326671
202.45681 33.026531 0.01553011 16.7718 17.24682 16.42685 3.694231
191.60968 34.081772 0.01399859 17.30998 17.5484 16.94981 4.293601
190.68314 34.106898 0.01388549 21.91809 21.80209 21.8803 0.62718
190.68473 34.104061 0.01402474 16.52495 16.82763 16.16742 5.378319
190.6733 34.092198 0.01416193 15.94311 16.21575 15.68893 2.30198
205.52275 32.028691 0.01563126 15.1362 15.5696 14.84597 7.373283
205.36991 32.192574 0.01557532 16.01402 16.51454 15.58593 5.739737
202.38507 32.571405 0.01560791 17.54643 17.97236 17.36594 4.555983
194.48 33.564758 0.01680726 17.69692 18.05647 17.49672 2.661142
194.40864 35.720342 0.01503323 16.11522 16.23025 16.08063 7.233795
207.732 33.634785 0.01592663 17.57215 18.04162 17.01297 3.899908
207.68205 33.632608 0.01543562 13.68294 14.47262 13.04316 4.573156
207.63522 33.617356 0.01417589 16.96902 17.43039 16.58363 2.563392
207.65008 33.704829 0.01433768 12.50184 13.39813 11.79999 8.331232
207.46073 33.621752 0.01430104 13.4745 14.23762 12.83953 5.076953
206.75512 33.893598 0.01654062 14.18906 14.66056 14.1137 14.72672
206.77889 33.880442 0.01506655 13.91566 14.24894 14.20279 17.16264
206.60646 33.85003 0.0160089 17.45229 17.59515 17.01567 6.53232
206.58351 33.883538 0.01528031 17.19556 17.62197 16.84412 3.409953
197.12582 35.161484 0.01622513 16.29907 16.59679 15.94492 4.00724
196.73289 35.132429 0.01585231 15.43977 15.76016 15.88048 8.912371
196.6883 35.100567 0.01631526 14.09641 14.46752 13.75251 8.349277
196.6008 35.228621 0.01619642 16.71058 16.62988 16.78921 2.660281
196.41679 35.245787 0.01585782 16.39322 17.02561 15.91228 4.019143
196.15643 35.244984 0.0157026 16.15845 16.52652 15.92659 6.043629
185.74109 31.171145 0.03741451 16.54223 17.02287 16.05415 4.432029
187.87875 31.07634 0.0376994 16.6624 17.08348 16.02517 4.135582
189.54612 31.0773 0.03707539 17.55335 18.3285 17.00167 2.379689
197.59646 30.092776 0.03836702 15.69544 16.43979 15.08079 1.732427
197.59646 30.092776 0.03837309 15.69544 16.43979 15.08079 1.732427
203.99771 29.299845 0.03884403 15.82597 16.50462 15.31206 3.823591
207.64535 29.863579 0.03877012 17.53923 18.08094 16.81559 2.998669
207.54251 29.989989 0.03902161 17.01509 17.71845 16.45679 1.753023
207.50033 29.973336 0.03880833 17.73025 18.2619 17.04595 2.810573
207.45204 29.934517 0.03868277 17.49032 17.96652 16.99956 3.128232
203.99714 29.300979 0.03884394 20.76326 19.95894 18.57906 2.71825
202.6099 30.029018 0.03731411 14.38287 14.9411 13.83265 9.484484
207.80166 29.560443 0.03823579 15.60212 16.15318 15.17798 4.88899
202.7377 29.920287 0.03819504 17.66183 18.39271 16.98988 2.947078
202.99477 29.943775 0.03742208 16.91962 17.55582 16.28727 2.42387
203.10326 29.993633 0.03721684 17.77943 18.28608 17.35254 5.297994
203.44299 29.910716 0.03717995 15.65401 16.4322 14.97959 4.317584
201.32235 25.784303 0.03741172 17.64904 18.17375 17.20358 1.524959
203.35868 25.607156 0.0387007 17.69667 17.98302 17.87519 3.785991
195.09051 26.906033 0.03912035 15.77762 16.50812 15.18045 3.898796
198.96318 26.555677 0.03823934 15.80064 16.30709 15.27379 2.303676
201.73891 26.242891 0.0374241 14.93906 15.39528 14.48239 3.333492
203.12507 25.914463 0.03734686 16.27267 16.73532 15.8078 3.08296
195.06019 27.280716 0.03704246 15.62808 16.01129 15.18458 4.112634
201.62647 26.712017 0.03717386 15.90338 16.58442 15.4603 4.012548
199.44027 27.217336 0.03760985 15.7141 16.58278 14.92958 2.74487
201.54453 27.127167 0.03746867 16.19541 16.46433 15.97383 4.384191
182.96788 26.97977 0.03923359 16.7819 17.32887 16.2058 2.007547
185.29049 26.635191 0.03773046 16.01105 16.36289 15.61212 2.974329
184.39586 26.981787 0.03849769 16.94217 17.29575 16.51095 1.926975
197.92089 26.392169 0.03838825 16.6341 17.1898 16.16914 3.573623
197.92175 26.390158 0.03805693 15.79211 16.11856 15.34868 2.634344
194.45442 27.067645 0.03942485 17.61847 18.28065 17.04704 2.106168
194.45442 27.067645 0.039381 17.61847 18.28065 17.04704 2.106168
198.66766 27.555672 0.03766293 17.24113 17.37322 16.87678 3.515689
199.33582 27.92885 0.03764861 16.09 16.54072 15.7001 4.905664
195.29504 23.798738 0.0387859 15.89597 16.70647 15.23783 1.740487
196.24498 24.123012 0.03921463 15.33819 15.82158 14.89118 2.060992
201.50519 23.588799 0.03708572 16.85107 17.2641 16.53461 4.139377
181.24101 24.763071 0.03824236 16.90212 17.2828 16.5506 4.065077
186.02731 24.960878 0.03845642 16.39034 17.11458 15.82693 1.87094
203.43917 23.860418 0.03704456 15.32331 16.15135 14.65916 2.953499
195.22822 25.026936 0.03699495 17.67102 17.76775 17.27736 4.397286
200.76665 24.919415 0.03723451 16.42762 16.86833 16.06571 3.417523
